_id,route,route_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
22273,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.5428,Clever
22274,65,65 - SQUIRREL HILL,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.5085,Clever
22275,67,67 - MONROEVILLE,East Liberty,Bus,5/1/24,202405,SAT.,0.5616,Clever
22276,67,67 - MONROEVILLE,East Liberty,Bus,5/1/24,202405,SUN.,0.4066,Clever
22277,67,67 - MONROEVILLE,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.5653,Clever
22278,69,69 - TRAFFORD,East Liberty,Bus,5/1/24,202405,SAT.,0.7162,Clever
22279,69,69 - TRAFFORD,East Liberty,Bus,5/1/24,202405,SUN.,0.7261,Clever
22280,69,69 - TRAFFORD,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.5896,Clever
22281,7,7 - SPRING GARDEN,Ross,Bus,5/1/24,202405,WEEKDAY,0.5852,Clever
22282,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.7145,Clever
22283,71A,71A - NEGLEY,East Liberty,Bus,5/1/24,202405,SAT.,0.7299,Clever
22284,71A,71A - NEGLEY,East Liberty,Bus,5/1/24,202405,SUN.,0.8157,Clever
22285,71A,71A - NEGLEY,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6709,Clever
22286,71B,71B - HIGHLAND PARK,East Liberty,Bus,5/1/24,202405,SAT.,0.6558,Clever
22287,71B,71B - HIGHLAND PARK,East Liberty,Bus,5/1/24,202405,SUN.,0.6121,Clever
22288,71B,71B - HIGHLAND PARK,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.4806,Clever
22289,71C,71C - POINT BREEZE,East Liberty,Bus,5/1/24,202405,SAT.,0.705,Clever
22290,71C,71C - POINT BREEZE,East Liberty,Bus,5/1/24,202405,SUN.,0.7392,Clever
22291,71C,71C - POINT BREEZE,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.591,Clever
22292,71D,71D - HAMILTON,East Liberty,Bus,5/1/24,202405,SAT.,0.7198,Clever
22293,71D,71D - HAMILTON,East Liberty,Bus,5/1/24,202405,SUN.,0.7959,Clever
22294,71D,71D - HAMILTON,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.7303,Clever
22295,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,5/1/24,202405,SAT.,0.5858,Clever
22296,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,5/1/24,202405,SUN.,0.5306,Clever
22297,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6597,Clever
22298,75,75 - ELLSWORTH,East Liberty,Bus,5/1/24,202405,SAT.,0.6701,Clever
22299,75,75 - ELLSWORTH,East Liberty,Bus,5/1/24,202405,SUN.,0.6347,Clever
22300,75,75 - ELLSWORTH,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.7208,Clever
22301,77,77 - PENN HILLS,East Liberty,Bus,5/1/24,202405,SAT.,0.6714,Clever
22302,77,77 - PENN HILLS,East Liberty,Bus,5/1/24,202405,SUN.,0.4032,Clever
22303,77,77 - PENN HILLS,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.4241,Clever
22304,79,79 - EAST HILLS,East Liberty,Bus,5/1/24,202405,SAT.,0.6629,Clever
22305,79,79 - EAST HILLS,East Liberty,Bus,5/1/24,202405,SUN.,0.6481,Clever
22306,79,79 - EAST HILLS,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6899,Clever
22307,8,8 - PERRYSVILLE,Ross,Bus,5/1/24,202405,SAT.,0.6922,Clever
22308,8,8 - PERRYSVILLE,Ross,Bus,5/1/24,202405,SUN.,0.7331,Clever
22309,8,8 - PERRYSVILLE,Ross,Bus,5/1/24,202405,WEEKDAY,0.7689,Clever
22310,81,81 - OAK HILL,West Mifflin,Bus,5/1/24,202405,SAT.,0.5717,Clever
22311,81,81 - OAK HILL,West Mifflin,Bus,5/1/24,202405,SUN.,0.6865,Clever
22312,81,81 - OAK HILL,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.6168,Clever
22313,82,82 - LINCOLN,East Liberty,Bus,5/1/24,202405,SAT.,0.6189,Clever
22314,82,82 - LINCOLN,East Liberty,Bus,5/1/24,202405,SUN.,0.5866,Clever
22315,82,82 - LINCOLN,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.4568,Clever
22316,83,83 - BEDFORD HILL,West Mifflin,Bus,5/1/24,202405,SAT.,0.5176,Clever
22317,83,83 - BEDFORD HILL,West Mifflin,Bus,5/1/24,202405,SUN.,0.5603,Clever
22318,83,83 - BEDFORD HILL,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.6178,Clever
22319,86,86 - LIBERTY,East Liberty,Bus,5/1/24,202405,SAT.,0.6333,Clever
22320,86,86 - LIBERTY,East Liberty,Bus,5/1/24,202405,SUN.,0.6541,Clever
22321,86,86 - LIBERTY,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6645,Clever
22322,87,87 - FRIENDSHIP,East Liberty,Bus,5/1/24,202405,SAT.,0.7097,Clever
22323,87,87 - FRIENDSHIP,East Liberty,Bus,5/1/24,202405,SUN.,0.7831,Clever
22324,87,87 - FRIENDSHIP,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.7379,Clever
22325,88,88 - PENN,East Liberty,Bus,5/1/24,202405,SAT.,0.6364,Clever
22326,88,88 - PENN,East Liberty,Bus,5/1/24,202405,SUN.,0.7489,Clever
22327,88,88 - PENN,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6864,Clever
22328,89,89 - GARFIELD COMMONS,East Liberty,Bus,5/1/24,202405,SAT.,0.6405,Clever
22329,89,89 - GARFIELD COMMONS,East Liberty,Bus,5/1/24,202405,SUN.,0.6891,Clever
22330,89,89 - GARFIELD COMMONS,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.7275,Clever
22331,91,91 - BUTLER STREET,Ross,Bus,5/1/24,202405,SAT.,0.6061,Clever
22332,91,91 - BUTLER STREET,Ross,Bus,5/1/24,202405,SUN.,0.6436,Clever
22333,91,91 - BUTLER STREET,Ross,Bus,5/1/24,202405,WEEKDAY,0.5851,Clever
22334,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,5/1/24,202405,SAT.,0.7015,Clever
22335,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,5/1/24,202405,SUN.,0.697,Clever
22336,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.6315,Clever
22337,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,5/1/24,202405,SAT.,0.7267,Clever
22338,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,5/1/24,202405,SUN.,0.7615,Clever
22339,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,5/1/24,202405,WEEKDAY,0.6572,Clever
22340,G2,G2 - WEST BUSWAY,Collier,Bus,5/1/24,202405,SAT.,0.7255,Clever
22341,G2,G2 - WEST BUSWAY,Collier,Bus,5/1/24,202405,SUN.,0.8161,Clever
22342,G2,G2 - WEST BUSWAY,Collier,Bus,5/1/24,202405,WEEKDAY,0.7727,Clever
22343,G3,G3 - MOON FLYER,Collier,Bus,5/1/24,202405,WEEKDAY,0.699,Clever
22344,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,5/1/24,202405,WEEKDAY,0.7251,Clever
22345,O1,O1 - ROSS FLYER,Ross,Bus,5/1/24,202405,WEEKDAY,0.7713,Clever
22346,O12,O12 - MCKNIGHT FLYER,Ross,Bus,5/1/24,202405,WEEKDAY,0.5876,Clever
22347,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,5/1/24,202405,WEEKDAY,0.7136,Clever
22348,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,5/1/24,202405,SAT.,0.8554,Clever
22349,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,5/1/24,202405,SUN.,0.7961,Clever
22350,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.8239,Clever
22351,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.58,Clever
22352,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6467,Clever
22353,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,5/1/24,202405,WEEKDAY,0.6585,Clever
22354,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6496,Clever
22355,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.5601,Clever
22356,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.8185,Clever
22357,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6818,Clever
22358,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,5/1/24,202405,SAT.,0.6827,Clever
22359,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,5/1/24,202405,SUN.,0.5937,Clever
22360,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.5968,Clever
22361,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6062,Clever
22362,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.7123,Clever
22363,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6027,Clever
22364,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.5912,Clever
22365,P78,P78 - OAKMONT FLYER,East Liberty,Bus,5/1/24,202405,WEEKDAY,0.6402,Clever
22366,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,5/1/24,202405,SAT.,0.7534,Clever
22367,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,5/1/24,202405,SUN.,0.716,Clever
22368,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,5/1/24,202405,WEEKDAY,0.671,Clever
22369,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,5/1/24,202405,SAT.,0.6987,Clever
22370,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,5/1/24,202405,SUN.,0.6913,Clever
22371,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,5/1/24,202405,WEEKDAY,0.6605,Clever
22372,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.7939,Clever
22373,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.738,Clever
22374,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,5/1/24,202405,SAT.,0.7019,Clever
22375,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,5/1/24,202405,SUN.,0.6378,Clever
22376,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.7167,Clever
22377,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,5/1/24,202405,SAT.,0.7264,Clever
22378,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.7738,Clever
22379,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,5/1/24,202405,SAT.,0.783,Clever
22380,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,5/1/24,202405,SUN.,0.6482,Clever
22381,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,5/1/24,202405,WEEKDAY,0.6724,Clever
22382,1,1 - FREEPORT ROAD,Ross,Bus,6/1/24,202406,SAT.,0.4226,Clever
22383,1,1 - FREEPORT ROAD,Ross,Bus,6/1/24,202406,SUN.,0.4896,Clever
22384,1,1 - FREEPORT ROAD,Ross,Bus,6/1/24,202406,WEEKDAY,0.5025,Clever
22385,11,11 - FINEVIEW,Ross,Bus,6/1/24,202406,SAT.,0.4231,Clever
22386,11,11 - FINEVIEW,Ross,Bus,6/1/24,202406,SUN.,0.6609,Clever
22387,11,11 - FINEVIEW,Ross,Bus,6/1/24,202406,WEEKDAY,0.6981,Clever
22388,12,12 - MCKNIGHT,Ross,Bus,6/1/24,202406,SAT.,0.6284,Clever
22389,12,12 - MCKNIGHT,Ross,Bus,6/1/24,202406,SUN.,0.6848,Clever
22390,12,12 - MCKNIGHT,Ross,Bus,6/1/24,202406,WEEKDAY,0.5908,Clever
22391,13,13 - BELLEVUE,Ross,Bus,6/1/24,202406,SAT.,0.42,Clever
22392,13,13 - BELLEVUE,Ross,Bus,6/1/24,202406,SUN.,0.6383,Clever
22393,13,13 - BELLEVUE,Ross,Bus,6/1/24,202406,WEEKDAY,0.6906,Clever
22394,14,14 - OHIO VALLEY,Ross,Bus,6/1/24,202406,SAT.,0.7395,Clever
22395,14,14 - OHIO VALLEY,Ross,Bus,6/1/24,202406,SUN.,0.78,Clever
22396,14,14 - OHIO VALLEY,Ross,Bus,6/1/24,202406,WEEKDAY,0.7758,Clever
22397,15,15 - CHARLES,Ross,Bus,6/1/24,202406,SAT.,0.4866,Clever
22398,15,15 - CHARLES,Ross,Bus,6/1/24,202406,SUN.,0.6284,Clever
22399,15,15 - CHARLES,Ross,Bus,6/1/24,202406,WEEKDAY,0.6041,Clever
22400,16,16 - BRIGHTON,Ross,Bus,6/1/24,202406,SAT.,0.6033,Clever
22401,16,16 - BRIGHTON,Ross,Bus,6/1/24,202406,SUN.,0.6933,Clever
22402,16,16 - BRIGHTON,Ross,Bus,6/1/24,202406,WEEKDAY,0.6949,Clever
22403,17,17 - SHADELAND,Ross,Bus,6/1/24,202406,SAT.,0.6169,Clever
22404,17,17 - SHADELAND,Ross,Bus,6/1/24,202406,SUN.,0.6283,Clever
22405,17,17 - SHADELAND,Ross,Bus,6/1/24,202406,WEEKDAY,0.6246,Clever
22406,18,18 - MANCHESTER,Ross,Bus,6/1/24,202406,WEEKDAY,0.8969,Clever
22407,19L,19L - EMSWORTH LIMITED,Ross,Bus,6/1/24,202406,WEEKDAY,0.5385,Clever
22408,2,2 - MOUNT ROYAL,Ross,Bus,6/1/24,202406,SAT.,0.5811,Clever
22409,2,2 - MOUNT ROYAL,Ross,Bus,6/1/24,202406,SUN.,0.6696,Clever
22410,2,2 - MOUNT ROYAL,Ross,Bus,6/1/24,202406,WEEKDAY,0.6091,Clever
22411,20,20 - KENNEDY,Collier,Bus,6/1/24,202406,SAT.,0.3248,Clever
22412,20,20 - KENNEDY,Collier,Bus,6/1/24,202406,SUN.,0.7106,Clever
22413,20,20 - KENNEDY,Collier,Bus,6/1/24,202406,WEEKDAY,0.45,Clever
22414,21,21 - CORAOPOLIS,Collier,Bus,6/1/24,202406,SAT.,0.7861,Clever
22415,21,21 - CORAOPOLIS,Collier,Bus,6/1/24,202406,SUN.,0.7783,Clever
22416,21,21 - CORAOPOLIS,Collier,Bus,6/1/24,202406,WEEKDAY,0.7258,Clever
22417,22,22 - MCCOY,Collier,Bus,6/1/24,202406,SAT.,0.5314,Clever
22418,22,22 - MCCOY,Collier,Bus,6/1/24,202406,SUN.,0.4746,Clever
22419,22,22 - MCCOY,Collier,Bus,6/1/24,202406,WEEKDAY,0.5069,Clever
22420,24,24 - WEST PARK,Collier,Bus,6/1/24,202406,SAT.,0.6624,Clever
22421,24,24 - WEST PARK,Collier,Bus,6/1/24,202406,SUN.,0.5612,Clever
22422,24,24 - WEST PARK,Collier,Bus,6/1/24,202406,WEEKDAY,0.6462,Clever
22423,26,26 - CHARTIERS,Collier,Bus,6/1/24,202406,SAT.,0.7201,Clever
22424,26,26 - CHARTIERS,Collier,Bus,6/1/24,202406,SUN.,0.7492,Clever
22425,26,26 - CHARTIERS,Collier,Bus,6/1/24,202406,WEEKDAY,0.7837,Clever
22426,27,27 - FAIRYWOOD,Collier,Bus,6/1/24,202406,SAT.,0.7497,Clever
22427,27,27 - FAIRYWOOD,Collier,Bus,6/1/24,202406,SUN.,0.7608,Clever
22428,27,27 - FAIRYWOOD,Collier,Bus,6/1/24,202406,WEEKDAY,0.7129,Clever
22429,28X,28X - AIRPORT FLYER,East Liberty,Bus,6/1/24,202406,SAT.,0.6268,Clever
22430,28X,28X - AIRPORT FLYER,East Liberty,Bus,6/1/24,202406,SUN.,0.7053,Clever
22431,28X,28X - AIRPORT FLYER,East Liberty,Bus,6/1/24,202406,WEEKDAY,0.609,Clever
22432,29,29 - ROBINSON,Collier,Bus,6/1/24,202406,SAT.,0.6224,Clever
22433,29,29 - ROBINSON,Collier,Bus,6/1/24,202406,SUN.,0.7597,Clever
22434,29,29 - ROBINSON,Collier,Bus,6/1/24,202406,WEEKDAY,0.6771,Clever
22435,31,31 - BRIDGEVILLE,Collier,Bus,6/1/24,202406,SAT.,0.6307,Clever
22436,31,31 - BRIDGEVILLE,Collier,Bus,6/1/24,202406,SUN.,0.7288,Clever
22437,31,31 - BRIDGEVILLE,Collier,Bus,6/1/24,202406,WEEKDAY,0.635,Clever
22438,36,36 - BANKSVILLE,Collier,Bus,6/1/24,202406,SAT.,0.5535,Clever
22439,36,36 - BANKSVILLE,Collier,Bus,6/1/24,202406,SUN.,0.5208,Clever
22440,36,36 - BANKSVILLE,Collier,Bus,6/1/24,202406,WEEKDAY,0.7625,Clever
22441,37,37 - CASTLE SHANNON,Collier,Bus,6/1/24,202406,SAT.,0.8551,Clever
22442,37,37 - CASTLE SHANNON,Collier,Bus,6/1/24,202406,SUN.,0.8485,Clever
22443,37,37 - CASTLE SHANNON,Collier,Bus,6/1/24,202406,WEEKDAY,0.8292,Clever
22444,38,38 - GREEN TREE,Collier,Bus,6/1/24,202406,SAT.,0.7622,Clever
22445,38,38 - GREEN TREE,Collier,Bus,6/1/24,202406,SUN.,0.6881,Clever
22446,38,38 - GREEN TREE,Collier,Bus,6/1/24,202406,WEEKDAY,0.6973,Clever
22447,39,39 - BROOKLINE,Collier,Bus,6/1/24,202406,SAT.,0.8114,Clever
22448,39,39 - BROOKLINE,Collier,Bus,6/1/24,202406,SUN.,0.8622,Clever
22449,39,39 - BROOKLINE,Collier,Bus,6/1/24,202406,WEEKDAY,0.8446,Clever
22450,4,4 - TROY HILL,Ross,Bus,6/1/24,202406,SAT.,0.4957,Clever
22451,4,4 - TROY HILL,Ross,Bus,6/1/24,202406,SUN.,0.6232,Clever
22452,4,4 - TROY HILL,Ross,Bus,6/1/24,202406,WEEKDAY,0.7568,Clever
22453,40,40 - MOUNT WASHINGTON,Ross,Bus,6/1/24,202406,SAT.,0.7165,Clever
22454,40,40 - MOUNT WASHINGTON,Ross,Bus,6/1/24,202406,SUN.,0.6309,Clever
22455,40,40 - MOUNT WASHINGTON,Ross,Bus,6/1/24,202406,WEEKDAY,0.7749,Clever
22456,41,41 - BOWER HILL,Collier,Bus,6/1/24,202406,SAT.,0.7345,Clever
22457,41,41 - BOWER HILL,Collier,Bus,6/1/24,202406,SUN.,0.8286,Clever
22458,41,41 - BOWER HILL,Collier,Bus,6/1/24,202406,WEEKDAY,0.8041,Clever
22459,42,42 - POTOMAC,Collier,Bus,6/1/24,202406,SAT.,0.8293,Clever
22460,42,42 - POTOMAC,Collier,Bus,6/1/24,202406,SUN.,0.9021,Clever
22461,42,42 - POTOMAC,Collier,Bus,6/1/24,202406,WEEKDAY,0.8985,Clever
22462,43,43 - BAILEY,Collier,Bus,6/1/24,202406,SAT.,0.7903,Clever
22463,43,43 - BAILEY,Collier,Bus,6/1/24,202406,SUN.,0.8206,Clever
22464,43,43 - BAILEY,Collier,Bus,6/1/24,202406,WEEKDAY,0.8176,Clever
22465,44,44 - VIA KNOXVILLE,Collier,Bus,6/1/24,202406,SAT.,0.7654,Clever
22466,44,44 - VIA KNOXVILLE,Collier,Bus,6/1/24,202406,SUN.,0.8824,Clever
22467,44,44 - VIA KNOXVILLE,Collier,Bus,6/1/24,202406,WEEKDAY,0.6754,Clever
22468,48,48 - ARLINGTON,Collier,Bus,6/1/24,202406,SAT.,0.7582,Clever
22469,48,48 - ARLINGTON,Collier,Bus,6/1/24,202406,SUN.,0.7678,Clever
22470,48,48 - ARLINGTON,Collier,Bus,6/1/24,202406,WEEKDAY,0.7747,Clever
22471,51,51 - CARRICK,West Mifflin,Bus,6/1/24,202406,SAT.,0.685,Clever
22472,51,51 - CARRICK,West Mifflin,Bus,6/1/24,202406,SUN.,0.6119,Clever
22473,51,51 - CARRICK,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.6728,Clever
22474,51L,51L - CARRICK LIMITED,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.7201,Clever
22475,52L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.7157,Clever
22476,53,53 - HOMESTEAD PARK,West Mifflin,Bus,6/1/24,202406,SAT.,0.6695,Clever
22477,53,53 - HOMESTEAD PARK,West Mifflin,Bus,6/1/24,202406,SUN.,0.7954,Clever
22478,53L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.6128,Clever
22479,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,6/1/24,202406,SAT.,0.5969,Clever
22480,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,6/1/24,202406,SUN.,0.6113,Clever
22481,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,6/1/24,202406,WEEKDAY,0.6674,Clever
22482,55,55 - GLASSPORT,West Mifflin,Bus,6/1/24,202406,SAT.,0.6487,Clever
22483,55,55 - GLASSPORT,West Mifflin,Bus,6/1/24,202406,SUN.,0.6959,Clever
22484,55,55 - GLASSPORT,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.5921,Clever
22485,56,56 - LINCOLN PLACE,West Mifflin,Bus,6/1/24,202406,SAT.,0.7234,Clever
22486,56,56 - LINCOLN PLACE,West Mifflin,Bus,6/1/24,202406,SUN.,0.7253,Clever
22487,56,56 - LINCOLN PLACE,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.6637,Clever
22488,57,57 - HAZELWOOD,West Mifflin,Bus,6/1/24,202406,SAT.,0.6635,Clever
22489,57,57 - HAZELWOOD,West Mifflin,Bus,6/1/24,202406,SUN.,0.7156,Clever
22490,57,57 - HAZELWOOD,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.6667,Clever
22491,58,58 - GREENFIELD,East Liberty,Bus,6/1/24,202406,SAT.,0.5463,Clever
22492,58,58 - GREENFIELD,East Liberty,Bus,6/1/24,202406,SUN.,0.6063,Clever
22493,58,58 - GREENFIELD,East Liberty,Bus,6/1/24,202406,WEEKDAY,0.5851,Clever
22494,59,59 - MON VALLEY,West Mifflin,Bus,6/1/24,202406,SAT.,0.6027,Clever
22495,59,59 - MON VALLEY,West Mifflin,Bus,6/1/24,202406,SUN.,0.5584,Clever
22496,59,59 - MON VALLEY,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.6393,Clever
22497,6,6 - SPRING HILL,Ross,Bus,6/1/24,202406,SAT.,0.5385,Clever
22498,6,6 - SPRING HILL,Ross,Bus,6/1/24,202406,SUN.,0.6448,Clever
22499,6,6 - SPRING HILL,Ross,Bus,6/1/24,202406,WEEKDAY,0.5591,Clever
22500,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,6/1/24,202406,SAT.,0.7432,Clever
22501,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,6/1/24,202406,SUN.,0.817,Clever
22502,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.7843,Clever
22503,61A,61A - NORTH BRADDOCK,West Mifflin,Bus,6/1/24,202406,SAT.,0.653,Clever
22504,61A,61A - NORTH BRADDOCK,West Mifflin,Bus,6/1/24,202406,SUN.,0.5569,Clever
22505,61A,61A - NORTH BRADDOCK,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.509,Clever
22506,61B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,6/1/24,202406,SAT.,0.5779,Clever
22507,61B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,6/1/24,202406,SUN.,0.5368,Clever
22508,61B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.4867,Clever
22509,61C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,6/1/24,202406,SAT.,0.4822,Clever
22510,61C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,6/1/24,202406,SUN.,0.4811,Clever
22511,61C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.4237,Clever
22512,61D,61D - MURRAY,West Mifflin,Bus,6/1/24,202406,SAT.,0.7811,Clever
22513,61D,61D - MURRAY,West Mifflin,Bus,6/1/24,202406,SUN.,0.8325,Clever
22514,61D,61D - MURRAY,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.7515,Clever
22515,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,6/1/24,202406,SAT.,0.6713,Clever
22516,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,6/1/24,202406,SUN.,0.5933,Clever
22517,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,6/1/24,202406,WEEKDAY,0.6245,Clever
22518,65,65 - SQUIRREL HILL,East Liberty,Bus,6/1/24,202406,WEEKDAY,0.5695,Clever
22519,67,67 - MONROEVILLE,East Liberty,Bus,6/1/24,202406,SAT.,0.4707,Clever
22520,67,67 - MONROEVILLE,East Liberty,Bus,6/1/24,202406,SUN.,0.3366,Clever
22521,67,67 - MONROEVILLE,East Liberty,Bus,6/1/24,202406,WEEKDAY,0.5706,Clever
22522,69,69 - TRAFFORD,East Liberty,Bus,6/1/24,202406,SAT.,0.7585,Clever
22523,69,69 - TRAFFORD,East Liberty,Bus,6/1/24,202406,SUN.,0.6942,Clever
22524,69,69 - TRAFFORD,East Liberty,Bus,6/1/24,202406,WEEKDAY,0.6156,Clever
22525,7,7 - SPRING GARDEN,Ross,Bus,6/1/24,202406,WEEKDAY,0.6585,Clever
22526,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,6/1/24,202406,WEEKDAY,0.6224,Clever
22527,71A,71A - NEGLEY,East Liberty,Bus,6/1/24,202406,SAT.,0.7716,Clever
22528,71A,71A - NEGLEY,East Liberty,Bus,6/1/24,202406,SUN.,0.7812,Clever
22529,71A,71A - NEGLEY,East Liberty,Bus,6/1/24,202406,WEEKDAY,0.7307,Clever
22530,71B,71B - HIGHLAND PARK,East Liberty,Bus,6/1/24,202406,SAT.,0.6432,Clever
22531,71B,71B - HIGHLAND PARK,East Liberty,Bus,6/1/24,202406,SUN.,0.6336,Clever
22532,71B,71B - HIGHLAND PARK,East Liberty,Bus,6/1/24,202406,WEEKDAY,0.5287,Clever
22533,71C,71C - POINT BREEZE,East Liberty,Bus,6/1/24,202406,SAT.,0.7287,Clever
22534,71C,71C - POINT BREEZE,East Liberty,Bus,6/1/24,202406,SUN.,0.7658,Clever
22535,71C,71C - POINT BREEZE,East Liberty,Bus,6/1/24,202406,WEEKDAY,0.6709,Clever
22536,71D,71D - HAMILTON,East Liberty,Bus,6/1/24,202406,SAT.,0.8129,Clever
