_id,route,route_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
21116,2,2 - MOUNT ROYAL,Ross,Bus,1/1/24,202401,WEEKDAY,0.7108,Clever
21117,20,20 - KENNEDY,Collier,Bus,1/1/24,202401,SAT.,0.5501,Clever
21118,20,20 - KENNEDY,Collier,Bus,1/1/24,202401,SUN.,0.767,Clever
21119,20,20 - KENNEDY,Collier,Bus,1/1/24,202401,WEEKDAY,0.7028,Clever
21120,21,21 - CORAOPOLIS,Collier,Bus,1/1/24,202401,SAT.,0.7858,Clever
21121,21,21 - CORAOPOLIS,Collier,Bus,1/1/24,202401,SUN.,0.7619,Clever
21122,21,21 - CORAOPOLIS,Collier,Bus,1/1/24,202401,WEEKDAY,0.7502,Clever
21123,22,22 - MCCOY,Collier,Bus,1/1/24,202401,SAT.,0.6761,Clever
21124,22,22 - MCCOY,Collier,Bus,1/1/24,202401,SUN.,0.7251,Clever
21125,22,22 - MCCOY,Collier,Bus,1/1/24,202401,WEEKDAY,0.7063,Clever
21126,24,24 - WEST PARK,Collier,Bus,1/1/24,202401,SAT.,0.7292,Clever
21127,24,24 - WEST PARK,Collier,Bus,1/1/24,202401,SUN.,0.7123,Clever
21128,24,24 - WEST PARK,Collier,Bus,1/1/24,202401,WEEKDAY,0.7089,Clever
21129,26,26 - CHARTIERS,Collier,Bus,1/1/24,202401,SAT.,0.865,Clever
21130,26,26 - CHARTIERS,Collier,Bus,1/1/24,202401,SUN.,0.8637,Clever
21131,26,26 - CHARTIERS,Collier,Bus,1/1/24,202401,WEEKDAY,0.8287,Clever
21132,27,27 - FAIRYWOOD,Collier,Bus,1/1/24,202401,SAT.,0.8449,Clever
21133,27,27 - FAIRYWOOD,Collier,Bus,1/1/24,202401,SUN.,0.8213,Clever
21134,27,27 - FAIRYWOOD,Collier,Bus,1/1/24,202401,WEEKDAY,0.819,Clever
21135,28X,28X - AIRPORT FLYER,East Liberty,Bus,1/1/24,202401,SAT.,0.5691,Clever
21136,28X,28X - AIRPORT FLYER,East Liberty,Bus,1/1/24,202401,SUN.,0.5855,Clever
21137,28X,28X - AIRPORT FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.6264,Clever
21138,29,29 - ROBINSON,Collier,Bus,1/1/24,202401,SAT.,0.6576,Clever
21139,29,29 - ROBINSON,Collier,Bus,1/1/24,202401,SUN.,0.7662,Clever
21140,29,29 - ROBINSON,Collier,Bus,1/1/24,202401,WEEKDAY,0.6779,Clever
21141,31,31 - BRIDGEVILLE,Collier,Bus,1/1/24,202401,SAT.,0.7067,Clever
21142,31,31 - BRIDGEVILLE,Collier,Bus,1/1/24,202401,SUN.,0.7204,Clever
21143,31,31 - BRIDGEVILLE,Collier,Bus,1/1/24,202401,WEEKDAY,0.7251,Clever
21144,36,36 - BANKSVILLE,Collier,Bus,1/1/24,202401,SAT.,0.6094,Clever
21145,36,36 - BANKSVILLE,Collier,Bus,1/1/24,202401,SUN.,0.5726,Clever
21146,36,36 - BANKSVILLE,Collier,Bus,1/1/24,202401,WEEKDAY,0.7477,Clever
21147,38,38 - GREEN TREE,Collier,Bus,1/1/24,202401,SAT.,0.8459,Clever
21148,38,38 - GREEN TREE,Collier,Bus,1/1/24,202401,SUN.,0.7277,Clever
21149,38,38 - GREEN TREE,Collier,Bus,1/1/24,202401,WEEKDAY,0.7327,Clever
21150,39,39 - BROOKLINE,Collier,Bus,1/1/24,202401,SAT.,0.803,Clever
21151,39,39 - BROOKLINE,Collier,Bus,1/1/24,202401,SUN.,0.792,Clever
21152,39,39 - BROOKLINE,Collier,Bus,1/1/24,202401,WEEKDAY,0.8704,Clever
21153,4,4 - TROY HILL,Ross,Bus,1/1/24,202401,SAT.,0.7328,Clever
21154,4,4 - TROY HILL,Ross,Bus,1/1/24,202401,SUN.,0.6453,Clever
21155,4,4 - TROY HILL,Ross,Bus,1/1/24,202401,WEEKDAY,0.7247,Clever
21156,40,40 - MOUNT WASHINGTON,Ross,Bus,1/1/24,202401,SAT.,0.8119,Clever
21157,40,40 - MOUNT WASHINGTON,Ross,Bus,1/1/24,202401,SUN.,0.7696,Clever
21158,40,40 - MOUNT WASHINGTON,Ross,Bus,1/1/24,202401,WEEKDAY,0.7653,Clever
21159,41,41 - BOWER HILL,Collier,Bus,1/1/24,202401,SAT.,0.8387,Clever
21160,41,41 - BOWER HILL,Collier,Bus,1/1/24,202401,SUN.,0.8773,Clever
21161,41,41 - BOWER HILL,Collier,Bus,1/1/24,202401,WEEKDAY,0.8208,Clever
21162,43,43 - BAILEY,Collier,Bus,1/1/24,202401,SAT.,0.7314,Clever
21163,43,43 - BAILEY,Collier,Bus,1/1/24,202401,SUN.,0.6657,Clever
21164,43,43 - BAILEY,Collier,Bus,1/1/24,202401,WEEKDAY,0.7589,Clever
21165,44,44 - VIA KNOXVILLE,Collier,Bus,1/1/24,202401,SAT.,0.8037,Clever
21166,44,44 - VIA KNOXVILLE,Collier,Bus,1/1/24,202401,SUN.,0.759,Clever
21167,44,44 - VIA KNOXVILLE,Collier,Bus,1/1/24,202401,WEEKDAY,0.7088,Clever
21168,48,48 - ARLINGTON,Collier,Bus,1/1/24,202401,SAT.,0.8142,Clever
21169,48,48 - ARLINGTON,Collier,Bus,1/1/24,202401,SUN.,0.833,Clever
21170,48,48 - ARLINGTON,Collier,Bus,1/1/24,202401,WEEKDAY,0.8093,Clever
21171,51,51 - CARRICK,West Mifflin,Bus,1/1/24,202401,SAT.,0.6747,Clever
21172,51,51 - CARRICK,West Mifflin,Bus,1/1/24,202401,SUN.,0.6526,Clever
21173,51,51 - CARRICK,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.7214,Clever
21174,51L,51L - CARRICK LIMITED,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.73,Clever
21175,52L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.6771,Clever
21176,53,53 - HOMESTEAD PARK,West Mifflin,Bus,1/1/24,202401,SAT.,0.8289,Clever
21177,53,53 - HOMESTEAD PARK,West Mifflin,Bus,1/1/24,202401,SUN.,0.7021,Clever
21178,53L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.6225,Clever
21179,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,1/1/24,202401,SAT.,0.6398,Clever
21180,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,1/1/24,202401,SUN.,0.6137,Clever
21181,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,1/1/24,202401,WEEKDAY,0.6591,Clever
21182,55,55 - GLASSPORT,West Mifflin,Bus,1/1/24,202401,SAT.,0.7632,Clever
21183,55,55 - GLASSPORT,West Mifflin,Bus,1/1/24,202401,SUN.,0.6989,Clever
21184,55,55 - GLASSPORT,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.7057,Clever
21185,56,56 - LINCOLN PLACE,West Mifflin,Bus,1/1/24,202401,SAT.,0.8221,Clever
21186,56,56 - LINCOLN PLACE,West Mifflin,Bus,1/1/24,202401,SUN.,0.7652,Clever
21187,56,56 - LINCOLN PLACE,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.7164,Clever
21188,57,57 - HAZELWOOD,West Mifflin,Bus,1/1/24,202401,SAT.,0.7048,Clever
21189,57,57 - HAZELWOOD,West Mifflin,Bus,1/1/24,202401,SUN.,0.746,Clever
21190,57,57 - HAZELWOOD,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.6759,Clever
21191,58,58 - GREENFIELD,East Liberty,Bus,1/1/24,202401,SAT.,0.3709,Clever
21192,58,58 - GREENFIELD,East Liberty,Bus,1/1/24,202401,SUN.,0.5286,Clever
21193,58,58 - GREENFIELD,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.5466,Clever
21194,59,59 - MON VALLEY,West Mifflin,Bus,1/1/24,202401,SAT.,0.7032,Clever
21195,59,59 - MON VALLEY,West Mifflin,Bus,1/1/24,202401,SUN.,0.681,Clever
21196,59,59 - MON VALLEY,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.7082,Clever
21197,6,6 - SPRING HILL,Ross,Bus,1/1/24,202401,SAT.,0.7772,Clever
21198,6,6 - SPRING HILL,Ross,Bus,1/1/24,202401,SUN.,0.8018,Clever
21199,6,6 - SPRING HILL,Ross,Bus,1/1/24,202401,WEEKDAY,0.7929,Clever
21200,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,1/1/24,202401,SAT.,0.7129,Clever
21201,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,1/1/24,202401,SUN.,0.8513,Clever
21202,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.8684,Clever
21203,61A,61A - NORTH BRADDOCK,West Mifflin,Bus,1/1/24,202401,SAT.,0.6128,Clever
21204,61A,61A - NORTH BRADDOCK,West Mifflin,Bus,1/1/24,202401,SUN.,0.5721,Clever
21205,61A,61A - NORTH BRADDOCK,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.5383,Clever
21206,61B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,1/1/24,202401,SAT.,0.6405,Clever
21207,61B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,1/1/24,202401,SUN.,0.6317,Clever
21208,61B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.5578,Clever
21209,61C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,1/1/24,202401,SAT.,0.4239,Clever
21210,61C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,1/1/24,202401,SUN.,0.5557,Clever
21211,61C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.4283,Clever
21212,61D,61D - MURRAY,West Mifflin,Bus,1/1/24,202401,SAT.,0.7572,Clever
21213,61D,61D - MURRAY,West Mifflin,Bus,1/1/24,202401,SUN.,0.7625,Clever
21214,61D,61D - MURRAY,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.7592,Clever
21215,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,1/1/24,202401,SAT.,0.7174,Clever
21216,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,1/1/24,202401,SUN.,0.6264,Clever
21217,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.6396,Clever
21218,65,65 - SQUIRREL HILL,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.5943,Clever
21219,67,67 - MONROEVILLE,East Liberty,Bus,1/1/24,202401,SAT.,0.5544,Clever
21220,67,67 - MONROEVILLE,East Liberty,Bus,1/1/24,202401,SUN.,0.6303,Clever
21221,67,67 - MONROEVILLE,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.6132,Clever
21222,69,69 - TRAFFORD,East Liberty,Bus,1/1/24,202401,SAT.,0.681,Clever
21223,69,69 - TRAFFORD,East Liberty,Bus,1/1/24,202401,SUN.,0.6459,Clever
21224,69,69 - TRAFFORD,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.5264,Clever
21225,7,7 - SPRING GARDEN,Ross,Bus,1/1/24,202401,WEEKDAY,0.7905,Clever
21226,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.6374,Clever
21227,71A,71A - NEGLEY,East Liberty,Bus,1/1/24,202401,SAT.,0.7426,Clever
21228,71A,71A - NEGLEY,East Liberty,Bus,1/1/24,202401,SUN.,0.6688,Clever
21229,71A,71A - NEGLEY,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.5722,Clever
21230,71B,71B - HIGHLAND PARK,East Liberty,Bus,1/1/24,202401,SAT.,0.5484,Clever
21231,71B,71B - HIGHLAND PARK,East Liberty,Bus,1/1/24,202401,SUN.,0.5847,Clever
21232,71B,71B - HIGHLAND PARK,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.4635,Clever
21233,71C,71C - POINT BREEZE,East Liberty,Bus,1/1/24,202401,SAT.,0.5712,Clever
21234,71C,71C - POINT BREEZE,East Liberty,Bus,1/1/24,202401,SUN.,0.6566,Clever
21235,71C,71C - POINT BREEZE,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.7049,Clever
21236,71D,71D - HAMILTON,East Liberty,Bus,1/1/24,202401,SAT.,0.6917,Clever
21237,71D,71D - HAMILTON,East Liberty,Bus,1/1/24,202401,SUN.,0.7191,Clever
21238,71D,71D - HAMILTON,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.7184,Clever
21239,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,1/1/24,202401,SAT.,0.7464,Clever
21240,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,1/1/24,202401,SUN.,0.73,Clever
21241,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.6854,Clever
21242,75,75 - ELLSWORTH,East Liberty,Bus,1/1/24,202401,SAT.,0.7031,Clever
21243,75,75 - ELLSWORTH,East Liberty,Bus,1/1/24,202401,SUN.,0.656,Clever
21244,75,75 - ELLSWORTH,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.7592,Clever
21245,77,77 - PENN HILLS,East Liberty,Bus,1/1/24,202401,SAT.,0.578,Clever
21246,77,77 - PENN HILLS,East Liberty,Bus,1/1/24,202401,SUN.,0.6875,Clever
21247,77,77 - PENN HILLS,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.5287,Clever
21248,79,79 - EAST HILLS,East Liberty,Bus,1/1/24,202401,SAT.,0.7551,Clever
21249,79,79 - EAST HILLS,East Liberty,Bus,1/1/24,202401,SUN.,0.6942,Clever
21250,79,79 - EAST HILLS,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.6892,Clever
21251,8,8 - PERRYSVILLE,Ross,Bus,1/1/24,202401,SAT.,0.7493,Clever
21252,8,8 - PERRYSVILLE,Ross,Bus,1/1/24,202401,SUN.,0.7764,Clever
21253,8,8 - PERRYSVILLE,Ross,Bus,1/1/24,202401,WEEKDAY,0.81,Clever
21254,81,81 - OAK HILL,West Mifflin,Bus,1/1/24,202401,SAT.,0.6839,Clever
21255,81,81 - OAK HILL,West Mifflin,Bus,1/1/24,202401,SUN.,0.7248,Clever
21256,81,81 - OAK HILL,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.6782,Clever
21257,82,82 - LINCOLN,East Liberty,Bus,1/1/24,202401,SAT.,0.5911,Clever
21258,82,82 - LINCOLN,East Liberty,Bus,1/1/24,202401,SUN.,0.6795,Clever
21259,82,82 - LINCOLN,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.6023,Clever
21260,83,83 - BEDFORD HILL,West Mifflin,Bus,1/1/24,202401,SAT.,0.5759,Clever
21261,83,83 - BEDFORD HILL,West Mifflin,Bus,1/1/24,202401,SUN.,0.626,Clever
21262,83,83 - BEDFORD HILL,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.6294,Clever
21263,86,86 - LIBERTY,East Liberty,Bus,1/1/24,202401,SAT.,0.5477,Clever
21264,86,86 - LIBERTY,East Liberty,Bus,1/1/24,202401,SUN.,0.5369,Clever
21265,86,86 - LIBERTY,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.5693,Clever
21266,87,87 - FRIENDSHIP,East Liberty,Bus,1/1/24,202401,SAT.,0.5307,Clever
21267,87,87 - FRIENDSHIP,East Liberty,Bus,1/1/24,202401,SUN.,0.5075,Clever
21268,87,87 - FRIENDSHIP,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.6384,Clever
21269,88,88 - PENN,East Liberty,Bus,1/1/24,202401,SAT.,0.5791,Clever
21270,88,88 - PENN,East Liberty,Bus,1/1/24,202401,SUN.,0.5985,Clever
21271,88,88 - PENN,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.7115,Clever
21272,89,89 - GARFIELD COMMONS,East Liberty,Bus,1/1/24,202401,SAT.,0.7058,Clever
21273,89,89 - GARFIELD COMMONS,East Liberty,Bus,1/1/24,202401,SUN.,0.8287,Clever
21274,89,89 - GARFIELD COMMONS,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.7241,Clever
21275,91,91 - BUTLER STREET,Ross,Bus,1/1/24,202401,SAT.,0.8051,Clever
21276,91,91 - BUTLER STREET,Ross,Bus,1/1/24,202401,SUN.,0.7186,Clever
21277,91,91 - BUTLER STREET,Ross,Bus,1/1/24,202401,WEEKDAY,0.7086,Clever
21278,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,1/1/24,202401,SAT.,0.6575,Clever
21279,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,1/1/24,202401,SUN.,0.6579,Clever
21280,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.5998,Clever
21281,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,1/1/24,202401,SAT.,0.8619,Clever
21282,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,1/1/24,202401,SUN.,0.93,Clever
21283,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,1/1/24,202401,WEEKDAY,0.8732,Clever
21284,G2,G2 - WEST BUSWAY,Collier,Bus,1/1/24,202401,SAT.,0.871,Clever
21285,G2,G2 - WEST BUSWAY,Collier,Bus,1/1/24,202401,SUN.,0.8544,Clever
21286,G2,G2 - WEST BUSWAY,Collier,Bus,1/1/24,202401,WEEKDAY,0.8533,Clever
21287,G3,G3 - MOON FLYER,Collier,Bus,1/1/24,202401,WEEKDAY,0.6491,Clever
21288,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,1/1/24,202401,WEEKDAY,0.7657,Clever
21289,O1,O1 - ROSS FLYER,Ross,Bus,1/1/24,202401,WEEKDAY,0.8244,Clever
21290,O12,O12 - MCKNIGHT FLYER,Ross,Bus,1/1/24,202401,WEEKDAY,0.6734,Clever
21291,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,1/1/24,202401,WEEKDAY,0.6841,Clever
21292,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,1/1/24,202401,SAT.,0.8234,Clever
21293,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,1/1/24,202401,SUN.,0.8516,Clever
21294,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.853,Clever
21295,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.6441,Clever
21296,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.7515,Clever
21297,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,1/1/24,202401,WEEKDAY,0.679,Clever
21298,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.6248,Clever
21299,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.7287,Clever
21300,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.8322,Clever
21301,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.751,Clever
21302,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,1/1/24,202401,SAT.,0.6301,Clever
21303,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,1/1/24,202401,SUN.,0.678,Clever
21304,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.7371,Clever
21305,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.672,Clever
21306,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.8369,Clever
21307,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.618,Clever
21308,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.776,Clever
21309,P78,P78 - OAKMONT FLYER,East Liberty,Bus,1/1/24,202401,WEEKDAY,0.5089,Clever
21310,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,1/1/24,202401,SAT.,0.8547,Clever
21311,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,1/1/24,202401,SUN.,0.866,Clever
21312,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,1/1/24,202401,WEEKDAY,0.8855,Clever
21313,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,1/1/24,202401,SAT.,0.8687,Clever
21314,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,1/1/24,202401,SUN.,0.9242,Clever
21315,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,1/1/24,202401,WEEKDAY,0.8548,Clever
21316,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.8099,Clever
21317,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.6972,Clever
21318,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,1/1/24,202401,SAT.,0.6742,Clever
21319,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,1/1/24,202401,SUN.,0.6821,Clever
21320,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.712,Clever
21321,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,1/1/24,202401,SAT.,0.6943,Clever
21322,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.6966,Clever
21323,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,1/1/24,202401,SAT.,0.7383,Clever
21324,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,1/1/24,202401,SUN.,0.7168,Clever
21325,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,1/1/24,202401,WEEKDAY,0.7546,Clever
21352,1,1 - FREEPORT ROAD,Ross,Bus,2/1/24,202402,SAT.,0.6796,Clever
21353,1,1 - FREEPORT ROAD,Ross,Bus,2/1/24,202402,SUN.,0.6079,Clever
21354,1,1 - FREEPORT ROAD,Ross,Bus,2/1/24,202402,WEEKDAY,0.6281,Clever
21355,11,11 - FINEVIEW,Ross,Bus,2/1/24,202402,SAT.,0.7889,Clever
21356,11,11 - FINEVIEW,Ross,Bus,2/1/24,202402,SUN.,0.7752,Clever
21357,11,11 - FINEVIEW,Ross,Bus,2/1/24,202402,WEEKDAY,0.8074,Clever
21358,12,12 - MCKNIGHT,Ross,Bus,2/1/24,202402,SAT.,0.7421,Clever
21359,12,12 - MCKNIGHT,Ross,Bus,2/1/24,202402,SUN.,0.7919,Clever
21360,12,12 - MCKNIGHT,Ross,Bus,2/1/24,202402,WEEKDAY,0.742,Clever
21361,13,13 - BELLEVUE,Ross,Bus,2/1/24,202402,SAT.,0.6391,Clever
21362,13,13 - BELLEVUE,Ross,Bus,2/1/24,202402,SUN.,0.7016,Clever
21363,13,13 - BELLEVUE,Ross,Bus,2/1/24,202402,WEEKDAY,0.7421,Clever
21364,14,14 - OHIO VALLEY,Ross,Bus,2/1/24,202402,SAT.,0.6871,Clever
21365,14,14 - OHIO VALLEY,Ross,Bus,2/1/24,202402,SUN.,0.7126,Clever
21366,14,14 - OHIO VALLEY,Ross,Bus,2/1/24,202402,WEEKDAY,0.8139,Clever
21367,15,15 - CHARLES,Ross,Bus,2/1/24,202402,SAT.,0.3198,Clever
21368,15,15 - CHARLES,Ross,Bus,2/1/24,202402,SUN.,0.3854,Clever
21369,15,15 - CHARLES,Ross,Bus,2/1/24,202402,WEEKDAY,0.5637,Clever
21370,16,16 - BRIGHTON,Ross,Bus,2/1/24,202402,SAT.,0.8237,Clever
21371,16,16 - BRIGHTON,Ross,Bus,2/1/24,202402,SUN.,0.7145,Clever
21372,16,16 - BRIGHTON,Ross,Bus,2/1/24,202402,WEEKDAY,0.7466,Clever
21373,17,17 - SHADELAND,Ross,Bus,2/1/24,202402,SAT.,0.6883,Clever
21374,17,17 - SHADELAND,Ross,Bus,2/1/24,202402,SUN.,0.6952,Clever
21375,17,17 - SHADELAND,Ross,Bus,2/1/24,202402,WEEKDAY,0.6577,Clever
21376,18,18 - MANCHESTER,Ross,Bus,2/1/24,202402,WEEKDAY,0.8671,Clever
21377,19L,19L - EMSWORTH LIMITED,Ross,Bus,2/1/24,202402,WEEKDAY,0.6834,Clever
21378,2,2 - MOUNT ROYAL,Ross,Bus,2/1/24,202402,SAT.,0.6695,Clever
21379,2,2 - MOUNT ROYAL,Ross,Bus,2/1/24,202402,SUN.,0.5969,Clever
21380,2,2 - MOUNT ROYAL,Ross,Bus,2/1/24,202402,WEEKDAY,0.7073,Clever
21381,20,20 - KENNEDY,Collier,Bus,2/1/24,202402,SAT.,0.5726,Clever
21382,20,20 - KENNEDY,Collier,Bus,2/1/24,202402,SUN.,0.7226,Clever
21383,20,20 - KENNEDY,Collier,Bus,2/1/24,202402,WEEKDAY,0.7048,Clever
21384,61B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2/1/24,202402,WEEKDAY,0.5614,Clever
21385,61C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2/1/24,202402,SAT.,0.5042,Clever
21386,61C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2/1/24,202402,SUN.,0.5337,Clever
21387,61C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2/1/24,202402,WEEKDAY,0.4605,Clever
21388,61D,61D - MURRAY,West Mifflin,Bus,2/1/24,202402,SAT.,0.7739,Clever
21389,61D,61D - MURRAY,West Mifflin,Bus,2/1/24,202402,SUN.,0.7373,Clever
21390,61D,61D - MURRAY,West Mifflin,Bus,2/1/24,202402,WEEKDAY,0.7554,Clever
21391,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2/1/24,202402,SAT.,0.6402,Clever
21392,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2/1/24,202402,SUN.,0.6015,Clever
21393,64,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2/1/24,202402,WEEKDAY,0.6354,Clever
21394,65,65 - SQUIRREL HILL,East Liberty,Bus,2/1/24,202402,WEEKDAY,0.5822,Clever
21395,67,67 - MONROEVILLE,East Liberty,Bus,2/1/24,202402,SAT.,0.5572,Clever
21396,67,67 - MONROEVILLE,East Liberty,Bus,2/1/24,202402,SUN.,0.5535,Clever
21397,67,67 - MONROEVILLE,East Liberty,Bus,2/1/24,202402,WEEKDAY,0.569,Clever
21398,69,69 - TRAFFORD,East Liberty,Bus,2/1/24,202402,SAT.,0.6839,Clever
21399,69,69 - TRAFFORD,East Liberty,Bus,2/1/24,202402,SUN.,0.7185,Clever
21400,69,69 - TRAFFORD,East Liberty,Bus,2/1/24,202402,WEEKDAY,0.5344,Clever
21401,7,7 - SPRING GARDEN,Ross,Bus,2/1/24,202402,WEEKDAY,0.743,Clever
21402,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2/1/24,202402,WEEKDAY,0.6237,Clever
21403,71A,71A - NEGLEY,East Liberty,Bus,2/1/24,202402,SAT.,0.7564,Clever
21404,71A,71A - NEGLEY,East Liberty,Bus,2/1/24,202402,SUN.,0.7649,Clever
